1,2,footpath
1,3,footpath
3,4,footpath
3,5,footpath
3,6,footpath
6,7,footpath
6,8,footpath
6,9,footpath
9,10,footpath
9,11,footpath
11,12,footpath
11,13,footpath
11,14,footpath
14,15,footpath
14,16,footpath
14,17,footpath
17,18,footpath
17,19,footpath
19,20,footpath
19,21,footpath
21,22,footpath
21,23,footpath
23,24,footpath
23,25,footpath
25,26,footpath
25,27,footpath
27,28,footpath
27,29,footpath
29,30,footpath
29,31,footpath
29,32,footpath
32,33,footpath
32,34,footpath
32,35,footpath
35,36,footpath
35,37,footpath
35,38,footpath
38,39,footpath
38,40,footpath
38,41,footpath
41,42,footpath
41,43,footpath
43,44,footpath
43,45,footpath
45,46,footpath
45,47,footpath
47,48,footpath
47,49,footpath
49,50,footpath
49,51,footpath
49,52,footpath
52,53,footpath
52,54,footpath
54,55,footpath
54,56,footpath
56,57,footpath
56,58,footpath
56,59,footpath
59,60,footpath
59,61,footpath
59,62,footpath
62,63,footpath
62,64,footpath
62,65,footpath
65,66,footpath
65,67,footpath
67,68,footpath
67,69,footpath
69,70,footpath
69,71,footpath
71,72,footpath
71,73,footpath
71,74,footpath
74,75,footpath
74,76,footpath
76,77,footpath
77,78,footpath
78,79,footpath
79,80,footpath
79,81,footpath
78,90,footpath
77,82,footpath
82,83,footpath
82,84,footpath
84,85,footpath
85,86,footpath
85,79,footpath
85,87,footpath
87,88,footpath
87,79,footpath
87,89,footpath
89,90,footpath
90,91,footpath
90,92,footpath
92,93,footpath
92,94,footpath
94,95,footpath
94,96,footpath
96,97,footpath
96,98,footpath
96,99,footpath
99,100,footpath
99,101,footpath
99,102,footpath
102,103,footpath
102,104,footpath
102,105,footpath
105,106,footpath
105,107,footpath
107,108,footpath
107,109,footpath
107,110,footpath
110,111,footpath
110,112,footpath
112,113,footpath
112,114,footpath
114,115,footpath
114,116,footpath
116,117,footpath
116,118,footpath
118,119,footpath
118,120,footpath
120,121,footpath
120,122,footpath
120,123,footpath
123,124,footpath
123,125,footpath
123,126,footpath
126,127,footpath
126,128,footpath
126,129,footpath
129,130,footpath
129,131,footpath
131,123,footpath
131,133,footpath
133,134,footpath
133,135,footpath
133,136,footpath
136,137,footpath
136,138,footpath
138,139,footpath
138,140,footpath
140,141,footpath
140,142,footpath
142,143,footpath
142,144,footpath
144,145,footpath
144,146,footpath
146,147,footpath
148,149,footpath
149,2,stairs
148,150,footpath
150,151,footpath
150,152,footpath
150,153,footpath
153,154,footpath
153,155,footpath
155,156,footpath
155,157,footpath
157,158,footpath
157,206,footpath
206,159,footpath
159,160,footpath
159,161,footpath
161,162,footpath
161,163,footpath
163,164,footpath
163,165,footpath
165,166,footpath
165,167,footpath
167,168,footpath
167,169,footpath
169,170,footpath
169,171,footpath
171,31,stairs
169,172,footpath
172,173,footpath
172,174,footpath
174,175,footpath
174,265,footpath
265,176,footpath
176,177,footpath
176,178,footpath
176,179,footpath
179,180,footpath
179,181,footpath
181,182,footpath
181,183,footpath
183,184,footpath
183,267,footpath
267,185,footpath
185,186,footpath
185,187,footpath
187,188,footpath
187,189,footpath
189,190,footpath
189,191,footpath
191,192,footpath
191,193,footpath
193,61,stairs
191,194,footpath
194,195,footpath
195,196,footpath
195,197,footpath
195,198,footpath
194,199,footpath
199,200,footpath
199,201,footpath
201,202,footpath
202,203,footpath
202,204,footpath
202,205,footpath
206,207,footpath
207,208,footpath
208,209,footpath
209,210,footpath
209,211,footpath
208,212,footpath
208,213,footpath
208,214,footpath
214,215,footpath
214,216,footpath
216,217,footpath
216,218,footpath
217,219,footpath
217,220,footpath
216,221,footpath
216,222,footpath
216,223,footpath
223,224,footpath
223,225,footpath
225,226,footpath
225,227,footpath
226,228,footpath
226,229,footpath
225,230,footpath
225,231,footpath
225,232,footpath
232,233,footpath
232,234,footpath
234,235,footpath
234,236,footpath
235,237,footpath
235,238,footpath
234,239,footpath
234,240,footpath
234,241,footpath
241,242,footpath
241,243,footpath
243,244,footpath
243,245,footpath
244,246,footpath
244,247,footpath
243,248,footpath
243,249,footpath
243,170,footpath
170,250,footpath
250,251,footpath
250,252,footpath
251,253,footpath
251,254,footpath
250,255,footpath
250,256,footpath
250,257,footpath
257,258,footpath
257,259,footpath
259,260,footpath
259,261,footpath
260,262,footpath
260,263,footpath
259,264,footpath
259,266,footpath
265,266,footpath
267,268,footpath
268,269,footpath
269,270,footpath
270,271,footpath
270,272,footpath
269,273,footpath
269,274,footpath
269,275,footpath
275,276,footpath
275,277,footpath
277,278,footpath
277,279,footpath
278,280,footpath
278,281,footpath
277,282,footpath
277,283,footpath
277,284,footpath
284,285,footpath
284,286,footpath
286,287,footpath
286,288,footpath
287,289,footpath
287,290,footpath
286,291,footpath
286,292,footpath
286,192,footpath
201,293,footpath
293,74,elevator
293,294,footpath
294,75,stairs
293,295,footpath
295,296,footpath
296,297,footpath
297,298,footpath
298,299,footpath
299,91,stairs
298,300,footpath
300,301,footpath
300,302,footpath
302,101,stairs
300,303,footpath
305,125,stairs
303,304,footpath
303,305,footpath
303,306,footpath
303,307,footpath
307,147,stairs
